STATION,STATION_NAME,DATE,HPCP,Measurement Flag,Quality Flag
COOP:190770,BOSTON MA US,19970304 16:00,0,T, 
COOP:190770,BOSTON MA US,19970304 17:00,0,T, 
COOP:190770,BOSTON MA US,19970304 18:00,0,T, 
COOP:190770,BOSTON MA US,19970304 19:00,0,T, 
COOP:190770,BOSTON MA US,19970304 20:00,0,T, 
COOP:190770,BOSTON MA US,19970304 21:00,0,T, 
COOP:190770,BOSTON MA US,19970305 20:00,0.25, , 
COOP:190770,BOSTON MA US,19970305 21:00,1.52, , 
COOP:190770,BOSTON MA US,19970305 22:00,0.76, , 
COOP:190770,BOSTON MA US,19970305 23:00,0.51, , 
COOP:190770,BOSTON MA US,19970306 00:00,1.52, , 
COOP:190770,BOSTON MA US,19970306 01:00,2.03, , 
COOP:190770,BOSTON MA US,19970306 02:00,1.78, , 
COOP:190770,BOSTON MA US,19970306 03:00,1.27, , 
COOP:190770,BOSTON MA US,19970306 04:00,1.78, , 
COOP:190770,BOSTON MA US,19970306 05:00,0.51, , 
COOP:190770,BOSTON MA US,19970306 07:00,1.52, , 
COOP:190770,BOSTON MA US,19970306 08:00,0,T, 
COOP:190770,BOSTON MA US,19970306 09:00,0.76, , 
COOP:190770,BOSTON MA US,19970306 10:00,0,T, 
COOP:190770,BOSTON MA US,19970306 11:00,0.25, , 
COOP:190770,BOSTON MA US,19970306 12:00,0,T, 
COOP:190770,BOSTON MA US,19970307 01:00,0,T, 
COOP:190770,BOSTON MA US,19970307 03:00,0,T, 
COOP:190770,BOSTON MA US,19970307 11:00,0,T, 
COOP:190770,BOSTON MA US,19970307 12:00,0,T, 
COOP:190770,BOSTON MA US,19970307 13:00,0,T, 
COOP:190770,BOSTON MA US,19970307 14:00,0,T, 
COOP:190770,BOSTON MA US,19970307 15:00,0,T, 
COOP:190770,BOSTON MA US,19970308 11:00,0,T, 
COOP:190770,BOSTON MA US,19970308 12:00,0,T, 
COOP:190770,BOSTON MA US,19970308 13:00,0.25, , 
COOP:190770,BOSTON MA US,19970308 14:00,1.02, , 
COOP:190770,BOSTON MA US,19970308 16:00,0.25, , 
COOP:190770,BOSTON MA US,19970308 17:00,0,T, 
COOP:190770,BOSTON MA US,19970308 18:00,0,T, 
COOP:190770,BOSTON MA US,19970308 22:00,0,T, 
COOP:190770,BOSTON MA US,19970308 23:00,0,T, 
COOP:190770,BOSTON MA US,19970309 00:00,0,T, 
COOP:190770,BOSTON MA US,19970309 01:00,0,T, 
COOP:190770,BOSTON MA US,19970309 02:00,0,T, 
COOP:190770,BOSTON MA US,19970309 03:00,0,T, 
COOP:190770,BOSTON MA US,19970310 05:00,0,T, 
COOP:190770,BOSTON MA US,19970310 06:00,1.52, , 
COOP:190770,BOSTON MA US,19970310 07:00,0.76, , 
COOP:190770,BOSTON MA US,19970310 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970310 09:00,0.25, , 
COOP:190770,BOSTON MA US,19970310 10:00,0,T, 
COOP:190770,BOSTON MA US,19970310 11:00,0,T, 
COOP:190770,BOSTON MA US,19970310 12:00,0,T, 
COOP:190770,BOSTON MA US,19970310 14:00,0.25, , 
COOP:190770,BOSTON MA US,19970311 10:00,0,T, 
COOP:190770,BOSTON MA US,19970311 11:00,0,T, 
COOP:190770,BOSTON MA US,19970311 12:00,1.02, , 
COOP:190770,BOSTON MA US,19970311 13:00,0.25, , 
COOP:190770,BOSTON MA US,19970311 14:00,0.25, , 
COOP:190770,BOSTON MA US,19970311 15:00,0,T, 
COOP:190770,BOSTON MA US,19970311 16:00,0,T, 
COOP:190770,BOSTON MA US,19970311 17:00,0,T, 
COOP:190770,BOSTON MA US,19970311 18:00,0,T, 
COOP:190770,BOSTON MA US,19970312 17:00,0,T, 
COOP:190770,BOSTON MA US,19970314 10:00,0,T, 
COOP:190770,BOSTON MA US,19970314 11:00,0,T, 
COOP:190770,BOSTON MA US,19970314 12:00,1.02, , 
COOP:190770,BOSTON MA US,19970314 13:00,1.27, , 
COOP:190770,BOSTON MA US,19970314 14:00,1.02, , 
COOP:190770,BOSTON MA US,19970314 15:00,0.51, , 
COOP:190770,BOSTON MA US,19970314 16:00,0.51, , 
COOP:190770,BOSTON MA US,19970314 17:00,0.76, , 
COOP:190770,BOSTON MA US,19970314 18:00,1.27, , 
COOP:190770,BOSTON MA US,19970314 19:00,1.27, , 
COOP:190770,BOSTON MA US,19970314 20:00,0.76, , 
COOP:190770,BOSTON MA US,19970314 21:00,0.76, , 
COOP:190770,BOSTON MA US,19970314 22:00,2.03, , 
COOP:190770,BOSTON MA US,19970314 23:00,3.05, , 
COOP:190770,BOSTON MA US,19970315 00:00,5.08, , 
COOP:190770,BOSTON MA US,19970315 01:00,5.59, , 
COOP:190770,BOSTON MA US,19970315 02:00,5.84, , 
COOP:190770,BOSTON MA US,19970315 03:00,1.02, , 
COOP:190770,BOSTON MA US,19970315 04:00,0.51, , 
COOP:190770,BOSTON MA US,19970320 13:00,0,T, 
COOP:190770,BOSTON MA US,19970320 14:00,0,T, 
COOP:190770,BOSTON MA US,19970320 15:00,0,T, 
COOP:190770,BOSTON MA US,19970320 16:00,0,T, 
COOP:190770,BOSTON MA US,19970320 17:00,0,T, 
COOP:190770,BOSTON MA US,19970320 18:00,0,T, 
COOP:190770,BOSTON MA US,19970320 19:00,0,T, 
COOP:190770,BOSTON MA US,19970320 20:00,0,T, 
COOP:190770,BOSTON MA US,19970320 21:00,0,T, 
COOP:190770,BOSTON MA US,19970320 22:00,0,T, 
COOP:190770,BOSTON MA US,19970321 23:00,0,T, 
COOP:190770,BOSTON MA US,19970322 00:00,0.25, , 
COOP:190770,BOSTON MA US,19970322 01:00,0,T, 
COOP:190770,BOSTON MA US,19970322 02:00,1.52, , 
COOP:190770,BOSTON MA US,19970322 03:00,0.76, , 
COOP:190770,BOSTON MA US,19970322 04:00,0.76, , 
COOP:190770,BOSTON MA US,19970322 05:00,0.25, , 
COOP:190770,BOSTON MA US,19970322 06:00,0.25, , 
COOP:190770,BOSTON MA US,19970322 07:00,0.51, , 
COOP:190770,BOSTON MA US,19970322 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970325 23:00,0.25, , 
COOP:190770,BOSTON MA US,19970326 00:00,0.25, , 
COOP:190770,BOSTON MA US,19970326 01:00,0,T, 
COOP:190770,BOSTON MA US,19970326 02:00,0.51, , 
COOP:190770,BOSTON MA US,19970326 03:00,0.25, , 
COOP:190770,BOSTON MA US,19970326 04:00,0.51, , 
COOP:190770,BOSTON MA US,19970326 05:00,0.76, , 
COOP:190770,BOSTON MA US,19970326 06:00,1.52, , 
COOP:190770,BOSTON MA US,19970326 07:00,3.05, , 
COOP:190770,BOSTON MA US,19970326 08:00,1.02, , 
COOP:190770,BOSTON MA US,19970326 09:00,0.25, , 
COOP:190770,BOSTON MA US,19970326 10:00,0,T, 
COOP:190770,BOSTON MA US,19970329 09:00,0,T, 
COOP:190770,BOSTON MA US,19970329 10:00,0,T, 
COOP:190770,BOSTON MA US,19970329 11:00,0,T, 
COOP:190770,BOSTON MA US,19970329 17:00,0,T, 
COOP:190770,BOSTON MA US,19970329 18:00,4.06, , 
COOP:190770,BOSTON MA US,19970329 19:00,2.03, , 
COOP:190770,BOSTON MA US,19970329 20:00,4.57, , 
COOP:190770,BOSTON MA US,19970329 21:00,2.79, , 
COOP:190770,BOSTON MA US,19970329 22:00,0,T, 
COOP:190770,BOSTON MA US,19970329 23:00,0,T, 
COOP:190770,BOSTON MA US,19970330 00:00,0.25, , 
COOP:190770,BOSTON MA US,19970330 01:00,0,T, 
COOP:190770,BOSTON MA US,19970331 08:00,1.02, , 
COOP:190770,BOSTON MA US,19970331 09:00,1.52, , 
COOP:190770,BOSTON MA US,19970331 10:00,1.52, , 
COOP:190770,BOSTON MA US,19970331 11:00,1.52, , 
COOP:190770,BOSTON MA US,19970331 12:00,2.79, , 
COOP:190770,BOSTON MA US,19970331 13:00,1.78, , 
COOP:190770,BOSTON MA US,19970331 14:00,2.03, , 
COOP:190770,BOSTON MA US,19970331 15:00,2.29, , 
COOP:190770,BOSTON MA US,19970331 16:00,2.79, , 
COOP:190770,BOSTON MA US,19970331 17:00,3.3, , 
COOP:190770,BOSTON MA US,19970331 18:00,3.05, , 
COOP:190770,BOSTON MA US,19970331 19:00,2.03, , 
COOP:190770,BOSTON MA US,19970331 20:00,2.79, , 
COOP:190770,BOSTON MA US,19970331 21:00,1.27, , 
COOP:190770,BOSTON MA US,19970331 22:00,1.52, , 
COOP:190770,BOSTON MA US,19970331 23:00,2.29, , 
COOP:190770,BOSTON MA US,19970401 00:00,2.29, , 
COOP:190770,BOSTON MA US,19970401 01:00,3.56, , 
COOP:190770,BOSTON MA US,19970401 02:00,3.3, , 
COOP:190770,BOSTON MA US,19970401 03:00,1.78, , 
COOP:190770,BOSTON MA US,19970401 04:00,1.27, , 
COOP:190770,BOSTON MA US,19970401 05:00,1.27, , 
COOP:190770,BOSTON MA US,19970401 06:00,0.76, , 
COOP:190770,BOSTON MA US,19970401 07:00,0.51, , 
COOP:190770,BOSTON MA US,19970401 08:00,0.51, , 
COOP:190770,BOSTON MA US,19970401 09:00,0.25, , 
COOP:190770,BOSTON MA US,19970401 10:00,0.51, , 
COOP:190770,BOSTON MA US,19970401 11:00,0.76, , 
COOP:190770,BOSTON MA US,19970401 12:00,1.27, , 
COOP:190770,BOSTON MA US,19970401 13:00,0.51, , 
COOP:190770,BOSTON MA US,19970401 14:00,0.25, , 
COOP:190770,BOSTON MA US,19970401 15:00,0,T, 
COOP:190770,BOSTON MA US,19970401 16:00,0,T, 
COOP:190770,BOSTON MA US,19970404 01:00,0,T, 
COOP:190770,BOSTON MA US,19970404 02:00,0,T, 
COOP:190770,BOSTON MA US,19970406 05:00,0,T, 
COOP:190770,BOSTON MA US,19970406 06:00,0,T, 
COOP:190770,BOSTON MA US,19970406 07:00,0,T, 
COOP:190770,BOSTON MA US,19970406 08:00,0,T, 
COOP:190770,BOSTON MA US,19970406 10:00,0,T, 
COOP:190770,BOSTON MA US,19970406 11:00,0,T, 
COOP:190770,BOSTON MA US,19970409 07:00,0,T, 
COOP:190770,BOSTON MA US,19970409 08:00,0,T, 
COOP:190770,BOSTON MA US,19970409 09:00,0,T, 
COOP:190770,BOSTON MA US,19970412 16:00,0,T, 
COOP:190770,BOSTON MA US,19970412 17:00,0,T, 
COOP:190770,BOSTON MA US,19970412 18:00,0.25, , 
COOP:190770,BOSTON MA US,19970412 19:00,1.02, , 
COOP:190770,BOSTON MA US,19970412 20:00,0.76, , 
COOP:190770,BOSTON MA US,19970412 21:00,2.29, , 
COOP:190770,BOSTON MA US,19970412 22:00,1.27, , 
COOP:190770,BOSTON MA US,19970412 23:00,2.54, , 
COOP:190770,BOSTON MA US,19970413 00:00,2.03, , 
COOP:190770,BOSTON MA US,19970413 01:00,3.3, , 
COOP:190770,BOSTON MA US,19970413 02:00,2.79, , 
COOP:190770,BOSTON MA US,19970413 03:00,0.25, , 
COOP:190770,BOSTON MA US,19970413 04:00,0,T, 
COOP:190770,BOSTON MA US,19970413 05:00,0,T, 
COOP:190770,BOSTON MA US,19970413 06:00,0,T, 
COOP:190770,BOSTON MA US,19970413 15:00,0,T, 
COOP:190770,BOSTON MA US,19970413 16:00,0,T, 
COOP:190770,BOSTON MA US,19970413 17:00,0.51, , 
COOP:190770,BOSTON MA US,19970413 23:00,0.25, , 
COOP:190770,BOSTON MA US,19970417 12:00,0,T, 
COOP:190770,BOSTON MA US,19970417 14:00,0.25, , 
COOP:190770,BOSTON MA US,19970417 15:00,1.27, , 
COOP:190770,BOSTON MA US,19970417 16:00,1.78, , 
COOP:190770,BOSTON MA US,19970417 17:00,0.25, , 
COOP:190770,BOSTON MA US,19970417 18:00,1.27, , 
COOP:190770,BOSTON MA US,19970417 19:00,1.02, , 
COOP:190770,BOSTON MA US,19970417 20:00,0,T, 
COOP:190770,BOSTON MA US,19970417 21:00,0.25, , 
COOP:190770,BOSTON MA US,19970417 22:00,0.51, , 
COOP:190770,BOSTON MA US,19970417 23:00,0.25, , 
COOP:190770,BOSTON MA US,19970418 00:00,0.76, , 
COOP:190770,BOSTON MA US,19970418 01:00,1.02, , 
COOP:190770,BOSTON MA US,19970418 02:00,0,T, 
COOP:190770,BOSTON MA US,19970418 03:00,0.25, , 
COOP:190770,BOSTON MA US,19970418 04:00,1.52, , 
COOP:190770,BOSTON MA US,19970418 05:00,1.27, , 
COOP:190770,BOSTON MA US,19970418 06:00,1.02, , 
COOP:190770,BOSTON MA US,19970418 07:00,3.05, , 
COOP:190770,BOSTON MA US,19970418 08:00,0.76, , 
COOP:190770,BOSTON MA US,19970418 09:00,0.76, , 
COOP:190770,BOSTON MA US,19970418 10:00,0.25, , 
COOP:190770,BOSTON MA US,19970418 11:00,0.51, , 
COOP:190770,BOSTON MA US,19970418 12:00,0.25, , 
COOP:190770,BOSTON MA US,19970418 14:00,0,T, 
COOP:190770,BOSTON MA US,19970418 17:00,0.25, , 
COOP:190770,BOSTON MA US,19970418 18:00,1.78, , 
COOP:190770,BOSTON MA US,19970418 19:00,0.51, , 
COOP:190770,BOSTON MA US,19970418 20:00,0.51, , 
COOP:190770,BOSTON MA US,19970418 21:00,1.02, , 
COOP:190770,BOSTON MA US,19970418 22:00,2.79, , 
COOP:190770,BOSTON MA US,19970419 00:00,2.03, , 
COOP:190770,BOSTON MA US,19970419 01:00,0.76, , 
COOP:190770,BOSTON MA US,19970419 02:00,1.78, , 
COOP:190770,BOSTON MA US,19970419 03:00,4.06, , 
COOP:190770,BOSTON MA US,19970419 04:00,3.05, , 
COOP:190770,BOSTON MA US,19970419 05:00,1.52, , 
COOP:190770,BOSTON MA US,19970419 06:00,0.51, , 
COOP:190770,BOSTON MA US,19970419 07:00,0.25, , 
COOP:190770,BOSTON MA US,19970419 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970419 09:00,0.25, , 
COOP:190770,BOSTON MA US,19970419 10:00,0,T, 
COOP:190770,BOSTON MA US,19970419 11:00,0,T, 
COOP:190770,BOSTON MA US,19970419 16:00,0,T, 
COOP:190770,BOSTON MA US,19970419 17:00,0,T, 
COOP:190770,BOSTON MA US,19970419 20:00,0,T, 
COOP:190770,BOSTON MA US,19970419 21:00,0,T, 
COOP:190770,BOSTON MA US,19970425 23:00,0,T, 
COOP:190770,BOSTON MA US,19970426 00:00,0,T, 
COOP:190770,BOSTON MA US,19970428 01:00,0,T, 
COOP:190770,BOSTON MA US,19970428 02:00,0,T, 
COOP:190770,BOSTON MA US,19970428 03:00,0,T, 
COOP:190770,BOSTON MA US,19970428 04:00,1.27, , 
COOP:190770,BOSTON MA US,19970428 05:00,1.27, , 
COOP:190770,BOSTON MA US,19970428 06:00,1.27, , 
COOP:190770,BOSTON MA US,19970428 07:00,0.76, , 
COOP:190770,BOSTON MA US,19970428 08:00,1.52, , 
COOP:190770,BOSTON MA US,19970428 09:00,1.02, , 
COOP:190770,BOSTON MA US,19970428 10:00,0,T, 
COOP:190770,BOSTON MA US,19970428 11:00,0.76, , 
COOP:190770,BOSTON MA US,19970428 12:00,1.02, , 
COOP:190770,BOSTON MA US,19970428 13:00,1.27, , 
COOP:190770,BOSTON MA US,19970428 14:00,1.52, , 
COOP:190770,BOSTON MA US,19970428 15:00,0,T, 
COOP:190770,BOSTON MA US,19970428 16:00,0.25, , 
COOP:190770,BOSTON MA US,19970428 17:00,0,T, 
COOP:190770,BOSTON MA US,19970428 18:00,0,T, 
COOP:190770,BOSTON MA US,19970501 01:00,0,g, 
COOP:190770,BOSTON MA US,19970501 20:00,2.79, , 
COOP:190770,BOSTON MA US,19970501 21:00,3.05, , 
COOP:190770,BOSTON MA US,19970501 23:00,0,T, 
COOP:190770,BOSTON MA US,19970502 00:00,0.25, , 
COOP:190770,BOSTON MA US,19970503 14:00,0,T, 
COOP:190770,BOSTON MA US,19970503 15:00,0,T, 
COOP:190770,BOSTON MA US,19970503 16:00,0,T, 
COOP:190770,BOSTON MA US,19970503 17:00,0.51, , 
COOP:190770,BOSTON MA US,19970503 18:00,0,T, 
COOP:190770,BOSTON MA US,19970503 19:00,0.51, , 
COOP:190770,BOSTON MA US,19970503 20:00,0,T, 
COOP:190770,BOSTON MA US,19970503 22:00,0.25, , 
COOP:190770,BOSTON MA US,19970506 09:00,0,T, 
COOP:190770,BOSTON MA US,19970506 10:00,0.51, , 
COOP:190770,BOSTON MA US,19970506 11:00,1.52, , 
COOP:190770,BOSTON MA US,19970506 12:00,0.25, , 
COOP:190770,BOSTON MA US,19970506 13:00,0,T, 
COOP:190770,BOSTON MA US,19970506 17:00,0,T, 
COOP:190770,BOSTON MA US,19970506 18:00,0,T, 
COOP:190770,BOSTON MA US,19970509 07:00,0,T, 
COOP:190770,BOSTON MA US,19970509 08:00,0,T, 
COOP:190770,BOSTON MA US,19970509 09:00,0.76, , 
COOP:190770,BOSTON MA US,19970509 10:00,0,T, 
COOP:190770,BOSTON MA US,19970509 11:00,0,T, 
COOP:190770,BOSTON MA US,19970509 12:00,0,T, 
COOP:190770,BOSTON MA US,19970509 13:00,0,T, 
COOP:190770,BOSTON MA US,19970509 14:00,0,T, 
COOP:190770,BOSTON MA US,19970509 21:00,0,T, 
COOP:190770,BOSTON MA US,19970509 22:00,0.25, , 
COOP:190770,BOSTON MA US,19970510 01:00,0,T, 
COOP:190770,BOSTON MA US,19970510 02:00,0,T, 
COOP:190770,BOSTON MA US,19970510 03:00,0,T, 
COOP:190770,BOSTON MA US,19970510 04:00,0,T, 
COOP:190770,BOSTON MA US,19970510 05:00,0,T, 
COOP:190770,BOSTON MA US,19970510 06:00,0,T, 
COOP:190770,BOSTON MA US,19970510 07:00,1.02, , 
COOP:190770,BOSTON MA US,19970510 08:00,0.76, , 
COOP:190770,BOSTON MA US,19970510 09:00,0,T, 
COOP:190770,BOSTON MA US,19970510 12:00,0,T, 
COOP:190770,BOSTON MA US,19970513 16:00,0,T, 
COOP:190770,BOSTON MA US,19970513 17:00,0,T, 
COOP:190770,BOSTON MA US,19970513 18:00,0,T, 
COOP:190770,BOSTON MA US,19970513 19:00,0.76, , 
COOP:190770,BOSTON MA US,19970513 20:00,1.78, , 
COOP:190770,BOSTON MA US,19970513 21:00,0,T, 
COOP:190770,BOSTON MA US,19970513 22:00,0.76, , 
COOP:190770,BOSTON MA US,19970513 23:00,0.25, , 
COOP:190770,BOSTON MA US,19970514 00:00,0,T, 
COOP:190770,BOSTON MA US,19970514 01:00,0,T, 
COOP:190770,BOSTON MA US,19970514 02:00,0.25, , 
COOP:190770,BOSTON MA US,19970514 03:00,0.25, , 
COOP:190770,BOSTON MA US,19970514 04:00,0,T, 
COOP:190770,BOSTON MA US,19970515 03:00,0,T, 
COOP:190770,BOSTON MA US,19970515 04:00,0,T, 
COOP:190770,BOSTON MA US,19970515 06:00,0,T, 
COOP:190770,BOSTON MA US,19970515 07:00,2.03, , 
COOP:190770,BOSTON MA US,19970515 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970516 01:00,0,T, 
COOP:190770,BOSTON MA US,19970516 02:00,0.51, , 
COOP:190770,BOSTON MA US,19970516 03:00,2.79, , 
COOP:190770,BOSTON MA US,19970516 04:00,1.78, , 
COOP:190770,BOSTON MA US,19970516 05:00,1.02, , 
COOP:190770,BOSTON MA US,19970516 06:00,0.25, , 
COOP:190770,BOSTON MA US,19970516 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970516 09:00,0,T, 
COOP:190770,BOSTON MA US,19970516 10:00,0.25, , 
COOP:190770,BOSTON MA US,19970516 11:00,0,T, 
COOP:190770,BOSTON MA US,19970517 13:00,0,T, 
COOP:190770,BOSTON MA US,19970517 14:00,0,T, 
COOP:190770,BOSTON MA US,19970517 15:00,0,T, 
COOP:190770,BOSTON MA US,19970517 16:00,0,T, 
COOP:190770,BOSTON MA US,19970517 17:00,0,T, 
COOP:190770,BOSTON MA US,19970517 18:00,0,T, 
COOP:190770,BOSTON MA US,19970519 00:00,0,T, 
COOP:190770,BOSTON MA US,19970519 01:00,0,T, 
COOP:190770,BOSTON MA US,19970519 03:00,0,T, 
COOP:190770,BOSTON MA US,19970519 04:00,0.25, , 
COOP:190770,BOSTON MA US,19970519 05:00,2.29, , 
COOP:190770,BOSTON MA US,19970519 06:00,1.52, , 
COOP:190770,BOSTON MA US,19970519 07:00,0,T, 
COOP:190770,BOSTON MA US,19970519 08:00,1.27, , 
COOP:190770,BOSTON MA US,19970519 09:00,2.03, , 
COOP:190770,BOSTON MA US,19970519 10:00,4.83, , 
COOP:190770,BOSTON MA US,19970519 11:00,0.76, , 
COOP:190770,BOSTON MA US,19970519 20:00,0,T, 
COOP:190770,BOSTON MA US,19970519 21:00,2.54, , 
COOP:190770,BOSTON MA US,19970519 22:00,0.51, , 
COOP:190770,BOSTON MA US,19970520 00:00,5.33, , 
COOP:190770,BOSTON MA US,19970520 01:00,9.4, , 
COOP:190770,BOSTON MA US,19970520 02:00,0.25, , 
COOP:190770,BOSTON MA US,19970520 06:00,0.25, , 
COOP:190770,BOSTON MA US,19970520 07:00,0.51, , 
COOP:190770,BOSTON MA US,19970520 08:00,0.76, , 
COOP:190770,BOSTON MA US,19970520 09:00,0,T, 
COOP:190770,BOSTON MA US,19970521 13:00,0.25, , 
COOP:190770,BOSTON MA US,19970521 14:00,0,T, 
COOP:190770,BOSTON MA US,19970521 15:00,0.25, , 
COOP:190770,BOSTON MA US,19970521 16:00,1.02, , 
COOP:190770,BOSTON MA US,19970521 17:00,0,T, 
COOP:190770,BOSTON MA US,19970525 02:00,0,T, 
COOP:190770,BOSTON MA US,19970525 03:00,0,T, 
COOP:190770,BOSTON MA US,19970525 04:00,0,T, 
COOP:190770,BOSTON MA US,19970525 05:00,0,T, 
COOP:190770,BOSTON MA US,19970525 06:00,0,T, 
COOP:190770,BOSTON MA US,19970525 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970525 09:00,1.02, , 
COOP:190770,BOSTON MA US,19970525 10:00,1.52, , 
COOP:190770,BOSTON MA US,19970525 11:00,1.02, , 
COOP:190770,BOSTON MA US,19970525 12:00,1.27, , 
COOP:190770,BOSTON MA US,19970525 13:00,1.02, , 
COOP:190770,BOSTON MA US,19970525 14:00,0.25, , 
COOP:190770,BOSTON MA US,19970525 15:00,0.25, , 
COOP:190770,BOSTON MA US,19970525 16:00,0.25, , 
COOP:190770,BOSTON MA US,19970525 17:00,0,T, 
COOP:190770,BOSTON MA US,19970526 03:00,0.25, , 
COOP:190770,BOSTON MA US,19970601 01:00,0,g, 
COOP:190770,BOSTON MA US,19970601 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970601 09:00,0,T, 
COOP:190770,BOSTON MA US,19970601 10:00,0,T, 
COOP:190770,BOSTON MA US,19970601 11:00,0,T, 
COOP:190770,BOSTON MA US,19970601 14:00,0,T, 
COOP:190770,BOSTON MA US,19970601 15:00,0,T, 
COOP:190770,BOSTON MA US,19970602 10:00,0.25, , 
COOP:190770,BOSTON MA US,19970602 11:00,0,T, 
COOP:190770,BOSTON MA US,19970613 04:00,0,T, 
COOP:190770,BOSTON MA US,19970613 05:00,0,T, 
COOP:190770,BOSTON MA US,19970613 10:00,0,T, 
COOP:190770,BOSTON MA US,19970613 14:00,0.25, , 
COOP:190770,BOSTON MA US,19970613 16:00,2.54, , 
COOP:190770,BOSTON MA US,19970613 17:00,14.73, , 
COOP:190770,BOSTON MA US,19970613 18:00,0.25, , 
COOP:190770,BOSTON MA US,19970613 19:00,0.25, , 
COOP:190770,BOSTON MA US,19970613 20:00,0,T, 
COOP:190770,BOSTON MA US,19970613 21:00,0,T, 
COOP:190770,BOSTON MA US,19970618 04:00,0.25, , 
COOP:190770,BOSTON MA US,19970618 05:00,0.51, , 
COOP:190770,BOSTON MA US,19970618 18:00,5.33, , 
COOP:190770,BOSTON MA US,19970618 19:00,0.51, , 
COOP:190770,BOSTON MA US,19970618 20:00,0.25, , 
COOP:190770,BOSTON MA US,19970618 21:00,0,T, 
COOP:190770,BOSTON MA US,19970618 22:00,0,T, 
COOP:190770,BOSTON MA US,19970619 02:00,0.51, , 
COOP:190770,BOSTON MA US,19970619 03:00,0.76, , 
COOP:190770,BOSTON MA US,19970619 04:00,0.76, , 
COOP:190770,BOSTON MA US,19970622 14:00,8.38, , 
COOP:190770,BOSTON MA US,19970622 15:00,0,T, 
COOP:190770,BOSTON MA US,19970624 11:00,0,T, 
COOP:190770,BOSTON MA US,19970624 12:00,0,T, 
COOP:190770,BOSTON MA US,19970624 13:00,0,T, 
COOP:190770,BOSTON MA US,19970626 17:00,0,T, 
COOP:190770,BOSTON MA US,19970626 18:00,0,T, 
COOP:190770,BOSTON MA US,19970701 01:00,0,g, 
COOP:190770,BOSTON MA US,19970702 04:00,0.51, , 
COOP:190770,BOSTON MA US,19970702 05:00,1.02, , 
COOP:190770,BOSTON MA US,19970702 06:00,0,T, 
COOP:190770,BOSTON MA US,19970702 07:00,0,T, 
COOP:190770,BOSTON MA US,19970702 10:00,0,T, 
COOP:190770,BOSTON MA US,19970702 11:00,0,T, 
COOP:190770,BOSTON MA US,19970702 13:00,0,T, 
COOP:190770,BOSTON MA US,19970702 23:00,0.25, , 
COOP:190770,BOSTON MA US,19970703 00:00,0.25, , 
COOP:190770,BOSTON MA US,19970703 01:00,0.51, , 
COOP:190770,BOSTON MA US,19970703 02:00,0.76, , 
COOP:190770,BOSTON MA US,19970703 05:00,0,T, 
COOP:190770,BOSTON MA US,19970703 06:00,0.25, , 
COOP:190770,BOSTON MA US,19970703 07:00,0,T, 
COOP:190770,BOSTON MA US,19970703 08:00,0.25, , 
COOP:190770,BOSTON MA US,19970703 09:00,0,T, 
COOP:190770,BOSTON MA US,19970703 10:00,0.25, , 
COOP:190770,BOSTON MA US,19970703 22:00,0,T, 
COOP:190770,BOSTON MA US,19970703 23:00,1.02, , 
COOP:190770,BOSTON MA US,19970704 00:00,0.51, , 
COOP:190770,BOSTON MA US,19970704 01:00,0,T, 
COOP:190770,BOSTON MA US,19970707 15:00,0.25, , 
COOP:190770,BOSTON MA US,19970707 16:00,0.51, , 
COOP:190770,BOSTON MA US,19970709 18:00,1.52, , 
COOP:190770,BOSTON MA US,19970710 01:00,0,T, 
COOP:190770,BOSTON MA US,19970710 02:00,0.25, , 
COOP:190770,BOSTON MA US,19970710 03:00,0.25, , 
COOP:190770,BOSTON MA US,19970710 04:00,0,T, 
COOP:190770,BOSTON MA US,19970714 04:00,0,T, 
COOP:190770,BOSTON MA US,19970715 09:00,0,T, 
COOP:190770,BOSTON MA US,19970715 23:00,2.79, , 
COOP:190770,BOSTON MA US,19970717 21:00,0,T, 
COOP:190770,BOSTON MA US,19970717 22:00,0.25, , 
COOP:190770,BOSTON MA US,19970718 00:00,0,T, 
COOP:190770,BOSTON MA US,19970721 05:00,0,T, 
COOP:190770,BOSTON MA US,19970721 06:00,0,T, 
COOP:190770,BOSTON MA US,19970721 11:00,0,T, 
COOP:190770,BOSTON MA US,19970721 14:00,0,T, 
COOP:190770,BOSTON MA US,19970721 18:00,0,T, 
COOP:190770,BOSTON MA US,19970721 19:00,0,T, 
COOP:190770,BOSTON MA US,19970721 20:00,0.25, , 
COOP:190770,BOSTON MA US,19970721 23:00,0,T, 
COOP:190770,BOSTON MA US,19970722 00:00,0,T, 
COOP:190770,BOSTON MA US,19970722 01:00,0,T, 
COOP:190770,BOSTON MA US,19970722 02:00,0.25, , 
COOP:190770,BOSTON MA US,19970722 03:00,0.76, , 
COOP:190770,BOSTON MA US,19970722 04:00,0.25, , 
COOP:190770,BOSTON MA US,19970725 00:00,0,T, 
COOP:190770,BOSTON MA US,19970725 01:00,0,T, 
COOP:190770,BOSTON MA US,19970725 02:00,0.25, , 
