STATION,STATION_NAME,DATE,HPCP,Measurement Flag,Quality Flag
COOP:190770,BOSTON MA US,19640310 05:00,2.03, , 
COOP:190770,BOSTON MA US,19640310 06:00,3.81, , 
COOP:190770,BOSTON MA US,19640310 07:00,3.3, , 
COOP:190770,BOSTON MA US,19640310 08:00,1.02, , 
COOP:190770,BOSTON MA US,19640310 09:00,3.81, , 
COOP:190770,BOSTON MA US,19640310 10:00,3.3, , 
COOP:190770,BOSTON MA US,19640310 11:00,3.81, , 
COOP:190770,BOSTON MA US,19640310 12:00,1.27, , 
COOP:190770,BOSTON MA US,19640310 13:00,5.08, , 
COOP:190770,BOSTON MA US,19640310 14:00,3.05, , 
COOP:190770,BOSTON MA US,19640310 15:00,2.03, , 
COOP:190770,BOSTON MA US,19640310 16:00,1.52, , 
COOP:190770,BOSTON MA US,19640310 17:00,0.25, , 
COOP:190770,BOSTON MA US,19640310 20:00,0.25, , 
COOP:190770,BOSTON MA US,19640310 21:00,0.25, , 
COOP:190770,BOSTON MA US,19640311 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640311 01:00,0.51, , 
COOP:190770,BOSTON MA US,19640311 02:00,0.51, , 
COOP:190770,BOSTON MA US,19640311 03:00,0.25, , 
COOP:190770,BOSTON MA US,19640312 23:00,0.51, , 
COOP:190770,BOSTON MA US,19640313 00:00,0.51, , 
COOP:190770,BOSTON MA US,19640313 01:00,0.25, , 
COOP:190770,BOSTON MA US,19640317 13:00,1.02, , 
COOP:190770,BOSTON MA US,19640317 14:00,0.76, , 
COOP:190770,BOSTON MA US,19640317 15:00,1.78, , 
COOP:190770,BOSTON MA US,19640318 03:00,0.76, , 
COOP:190770,BOSTON MA US,19640318 04:00,0.51, , 
COOP:190770,BOSTON MA US,19640318 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640318 07:00,2.79, , 
COOP:190770,BOSTON MA US,19640318 08:00,3.05, , 
COOP:190770,BOSTON MA US,19640318 09:00,1.02, , 
COOP:190770,BOSTON MA US,19640318 10:00,1.27, , 
COOP:190770,BOSTON MA US,19640318 11:00,0.25, , 
COOP:190770,BOSTON MA US,19640318 12:00,0.51, , 
COOP:190770,BOSTON MA US,19640318 13:00,0.25, , 
COOP:190770,BOSTON MA US,19640325 18:00,1.52, , 
COOP:190770,BOSTON MA US,19640326 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640326 01:00,0.25, , 
COOP:190770,BOSTON MA US,19640326 05:00,0.25, , 
COOP:190770,BOSTON MA US,19640326 09:00,0.51, , 
COOP:190770,BOSTON MA US,19640326 11:00,0.51, , 
COOP:190770,BOSTON MA US,19640326 12:00,2.29, , 
COOP:190770,BOSTON MA US,19640326 14:00,1.27, , 
COOP:190770,BOSTON MA US,19640326 15:00,0.25, , 
COOP:190770,BOSTON MA US,19640326 16:00,0.25, , 
COOP:190770,BOSTON MA US,19640326 17:00,0.51, , 
COOP:190770,BOSTON MA US,19640326 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640326 20:00,3.56, , 
COOP:190770,BOSTON MA US,19640326 21:00,0.76, , 
COOP:190770,BOSTON MA US,19640326 23:00,0.25, , 
COOP:190770,BOSTON MA US,19640328 23:00,0.25, , 
COOP:190770,BOSTON MA US,19640329 00:00,1.02, , 
COOP:190770,BOSTON MA US,19640329 01:00,0.51, , 
COOP:190770,BOSTON MA US,19640329 02:00,1.02, , 
COOP:190770,BOSTON MA US,19640329 03:00,3.05, , 
COOP:190770,BOSTON MA US,19640329 04:00,6.86, , 
COOP:190770,BOSTON MA US,19640329 05:00,2.29, , 
COOP:190770,BOSTON MA US,19640329 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640401 01:00,0,g, 
COOP:190770,BOSTON MA US,19640402 23:00,0.25, , 
COOP:190770,BOSTON MA US,19640403 01:00,0.25, , 
COOP:190770,BOSTON MA US,19640403 02:00,0.25, , 
COOP:190770,BOSTON MA US,19640403 12:00,0.25, , 
COOP:190770,BOSTON MA US,19640403 16:00,1.27, , 
COOP:190770,BOSTON MA US,19640403 17:00,2.54, , 
COOP:190770,BOSTON MA US,19640403 18:00,1.27, , 
COOP:190770,BOSTON MA US,19640403 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640406 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640406 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640406 20:00,1.27, , 
COOP:190770,BOSTON MA US,19640406 21:00,0.51, , 
COOP:190770,BOSTON MA US,19640406 22:00,1.27, , 
COOP:190770,BOSTON MA US,19640406 23:00,2.03, , 
COOP:190770,BOSTON MA US,19640407 00:00,1.78, , 
COOP:190770,BOSTON MA US,19640407 01:00,1.27, , 
COOP:190770,BOSTON MA US,19640407 02:00,0.76, , 
COOP:190770,BOSTON MA US,19640407 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640407 20:00,1.78, , 
COOP:190770,BOSTON MA US,19640407 21:00,0.51, , 
COOP:190770,BOSTON MA US,19640407 23:00,0.25, , 
COOP:190770,BOSTON MA US,19640408 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640408 17:00,1.52, , 
COOP:190770,BOSTON MA US,19640408 18:00,0.76, , 
COOP:190770,BOSTON MA US,19640408 19:00,2.03, , 
COOP:190770,BOSTON MA US,19640408 20:00,2.29, , 
COOP:190770,BOSTON MA US,19640408 21:00,2.03, , 
COOP:190770,BOSTON MA US,19640408 22:00,1.27, , 
COOP:190770,BOSTON MA US,19640414 03:00,0.25, , 
COOP:190770,BOSTON MA US,19640414 05:00,0.76, , 
COOP:190770,BOSTON MA US,19640414 10:00,0.25, , 
COOP:190770,BOSTON MA US,19640414 15:00,0.25, , 
COOP:190770,BOSTON MA US,19640414 16:00,0.76, , 
COOP:190770,BOSTON MA US,19640414 17:00,1.52, , 
COOP:190770,BOSTON MA US,19640414 18:00,5.59, , 
COOP:190770,BOSTON MA US,19640414 19:00,3.3, , 
COOP:190770,BOSTON MA US,19640414 20:00,3.3, , 
COOP:190770,BOSTON MA US,19640414 21:00,3.05, , 
COOP:190770,BOSTON MA US,19640414 22:00,1.52, , 
COOP:190770,BOSTON MA US,19640414 23:00,1.27, , 
COOP:190770,BOSTON MA US,19640415 00:00,0.51, , 
COOP:190770,BOSTON MA US,19640415 01:00,0.51, , 
COOP:190770,BOSTON MA US,19640415 02:00,0.25, , 
COOP:190770,BOSTON MA US,19640415 03:00,3.05, , 
COOP:190770,BOSTON MA US,19640415 04:00,1.02, , 
COOP:190770,BOSTON MA US,19640415 05:00,6.35, , 
COOP:190770,BOSTON MA US,19640415 06:00,2.79, , 
COOP:190770,BOSTON MA US,19640415 07:00,3.3, , 
COOP:190770,BOSTON MA US,19640415 08:00,2.79, , 
COOP:190770,BOSTON MA US,19640415 09:00,3.56, , 
COOP:190770,BOSTON MA US,19640415 10:00,2.29, , 
COOP:190770,BOSTON MA US,19640415 11:00,0.25, , 
COOP:190770,BOSTON MA US,19640419 01:00,1.02, , 
COOP:190770,BOSTON MA US,19640419 02:00,0.76, , 
COOP:190770,BOSTON MA US,19640419 03:00,3.56, , 
COOP:190770,BOSTON MA US,19640419 04:00,3.56, , 
COOP:190770,BOSTON MA US,19640419 05:00,1.52, , 
COOP:190770,BOSTON MA US,19640419 06:00,0.51, , 
COOP:190770,BOSTON MA US,19640420 19:00,0.51, , 
COOP:190770,BOSTON MA US,19640420 20:00,0.51, , 
COOP:190770,BOSTON MA US,19640422 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640422 08:00,0.25, , 
COOP:190770,BOSTON MA US,19640422 09:00,1.02, , 
COOP:190770,BOSTON MA US,19640422 11:00,0.51, , 
COOP:190770,BOSTON MA US,19640422 12:00,0.76, , 
COOP:190770,BOSTON MA US,19640422 13:00,0.25, , 
COOP:190770,BOSTON MA US,19640422 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640422 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640422 22:00,0.25, , 
COOP:190770,BOSTON MA US,19640423 03:00,0.51, , 
COOP:190770,BOSTON MA US,19640424 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640501 01:00,0,g, 
COOP:190770,BOSTON MA US,19640509 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640513 02:00,0.51, , 
COOP:190770,BOSTON MA US,19640513 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640514 02:00,0.25, , 
COOP:190770,BOSTON MA US,19640514 03:00,0.25, , 
COOP:190770,BOSTON MA US,19640514 04:00,1.52, , 
COOP:190770,BOSTON MA US,19640514 05:00,1.27, , 
COOP:190770,BOSTON MA US,19640514 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640514 09:00,1.02, , 
COOP:190770,BOSTON MA US,19640514 10:00,0.76, , 
COOP:190770,BOSTON MA US,19640514 11:00,0.76, , 
COOP:190770,BOSTON MA US,19640514 12:00,0.25, , 
COOP:190770,BOSTON MA US,19640514 13:00,1.02, , 
COOP:190770,BOSTON MA US,19640514 14:00,1.52, , 
COOP:190770,BOSTON MA US,19640514 15:00,0.25, , 
COOP:190770,BOSTON MA US,19640514 21:00,0.25, , 
COOP:190770,BOSTON MA US,19640515 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640519 16:00,0.25, , 
COOP:190770,BOSTON MA US,19640519 17:00,2.54, , 
COOP:190770,BOSTON MA US,19640601 01:00,0,g, 
COOP:190770,BOSTON MA US,19640607 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640607 01:00,0.51, , 
COOP:190770,BOSTON MA US,19640607 04:00,0.25, , 
COOP:190770,BOSTON MA US,19640607 05:00,0.76, , 
COOP:190770,BOSTON MA US,19640607 06:00,0.51, , 
COOP:190770,BOSTON MA US,19640607 20:00,0.76, , 
COOP:190770,BOSTON MA US,19640607 21:00,3.81, , 
COOP:190770,BOSTON MA US,19640608 05:00,0.51, , 
COOP:190770,BOSTON MA US,19640608 07:00,0.25, , 
COOP:190770,BOSTON MA US,19640608 09:00,0.25, , 
COOP:190770,BOSTON MA US,19640608 10:00,1.52, , 
COOP:190770,BOSTON MA US,19640608 11:00,1.02, , 
COOP:190770,BOSTON MA US,19640608 12:00,0.25, , 
COOP:190770,BOSTON MA US,19640608 13:00,1.02, , 
COOP:190770,BOSTON MA US,19640608 14:00,1.52, , 
COOP:190770,BOSTON MA US,19640608 15:00,2.29, , 
COOP:190770,BOSTON MA US,19640608 16:00,0.25, , 
COOP:190770,BOSTON MA US,19640609 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640610 17:00,2.79, , 
COOP:190770,BOSTON MA US,19640613 12:00,0.25, , 
COOP:190770,BOSTON MA US,19640613 13:00,0.76, , 
COOP:190770,BOSTON MA US,19640613 14:00,0.76, , 
COOP:190770,BOSTON MA US,19640613 15:00,0.51, , 
COOP:190770,BOSTON MA US,19640615 21:00,1.02, , 
COOP:190770,BOSTON MA US,19640616 01:00,0.51, , 
COOP:190770,BOSTON MA US,19640620 16:00,0.76, , 
COOP:190770,BOSTON MA US,19640620 17:00,20.83, , 
COOP:190770,BOSTON MA US,19640620 18:00,0.51, , 
COOP:190770,BOSTON MA US,19640622 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640622 07:00,0.51, , 
COOP:190770,BOSTON MA US,19640622 09:00,0.25, , 
COOP:190770,BOSTON MA US,19640622 10:00,0.25, , 
COOP:190770,BOSTON MA US,19640624 17:00,1.02, , 
COOP:190770,BOSTON MA US,19640624 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640624 22:00,0.25, , 
COOP:190770,BOSTON MA US,19640624 23:00,0.76, , 
COOP:190770,BOSTON MA US,19640630 09:00,0.25, , 
COOP:190770,BOSTON MA US,19640701 01:00,0,g, 
COOP:190770,BOSTON MA US,19640701 15:00,16.51, , 
COOP:190770,BOSTON MA US,19640701 16:00,9.91, , 
COOP:190770,BOSTON MA US,19640701 17:00,1.02, , 
COOP:190770,BOSTON MA US,19640701 19:00,0.76, , 
COOP:190770,BOSTON MA US,19640701 20:00,0.76, , 
COOP:190770,BOSTON MA US,19640701 21:00,0.25, , 
COOP:190770,BOSTON MA US,19640701 22:00,0.25, , 
COOP:190770,BOSTON MA US,19640702 23:00,0.25, , 
COOP:190770,BOSTON MA US,19640703 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640706 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640707 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640708 15:00,10.67, , 
COOP:190770,BOSTON MA US,19640709 09:00,0.25, , 
COOP:190770,BOSTON MA US,19640709 10:00,0.76, , 
COOP:190770,BOSTON MA US,19640709 11:00,0.51, , 
COOP:190770,BOSTON MA US,19640709 12:00,1.02, , 
COOP:190770,BOSTON MA US,19640709 13:00,0.76, , 
COOP:190770,BOSTON MA US,19640709 14:00,0.51, , 
COOP:190770,BOSTON MA US,19640709 16:00,0.25, , 
COOP:190770,BOSTON MA US,19640709 17:00,2.54, , 
COOP:190770,BOSTON MA US,19640709 18:00,6.1, , 
COOP:190770,BOSTON MA US,19640709 19:00,5.33, , 
COOP:190770,BOSTON MA US,19640709 20:00,7.11, , 
COOP:190770,BOSTON MA US,19640709 21:00,1.27, , 
COOP:190770,BOSTON MA US,19640709 22:00,1.27, , 
COOP:190770,BOSTON MA US,19640709 23:00,0.51, , 
COOP:190770,BOSTON MA US,19640710 00:00,1.78, , 
COOP:190770,BOSTON MA US,19640710 01:00,1.27, , 
COOP:190770,BOSTON MA US,19640710 02:00,0.51, , 
COOP:190770,BOSTON MA US,19640710 03:00,0.25, , 
COOP:190770,BOSTON MA US,19640710 04:00,0.25, , 
COOP:190770,BOSTON MA US,19640710 05:00,0.51, , 
COOP:190770,BOSTON MA US,19640710 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640710 07:00,0.51, , 
COOP:190770,BOSTON MA US,19640710 08:00,0.51, , 
COOP:190770,BOSTON MA US,19640710 16:00,0.25, , 
COOP:190770,BOSTON MA US,19640710 17:00,0.25, , 
COOP:190770,BOSTON MA US,19640713 17:00,0.25, , 
COOP:190770,BOSTON MA US,19640713 18:00,1.02, , 
COOP:190770,BOSTON MA US,19640713 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640714 04:00,0.25, , 
COOP:190770,BOSTON MA US,19640714 05:00,0.51, , 
COOP:190770,BOSTON MA US,19640714 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640726 03:00,0.25, , 
COOP:190770,BOSTON MA US,19640729 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640729 20:00,0.51, , 
COOP:190770,BOSTON MA US,19640801 01:00,0,g, 
COOP:190770,BOSTON MA US,19640805 17:00,11.18, , 
COOP:190770,BOSTON MA US,19640808 11:00,1.52, , 
COOP:190770,BOSTON MA US,19640808 12:00,0.25, , 
COOP:190770,BOSTON MA US,19640808 17:00,2.54, , 
COOP:190770,BOSTON MA US,19640808 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640812 15:00,1.02, , 
COOP:190770,BOSTON MA US,19640817 15:00,0.25, , 
COOP:190770,BOSTON MA US,19640819 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640819 05:00,0.76, , 
COOP:190770,BOSTON MA US,19640819 06:00,0.51, , 
COOP:190770,BOSTON MA US,19640820 20:00,1.02, , 
COOP:190770,BOSTON MA US,19640822 05:00,0.25, , 
COOP:190770,BOSTON MA US,19640822 06:00,1.52, , 
COOP:190770,BOSTON MA US,19640822 07:00,1.52, , 
COOP:190770,BOSTON MA US,19640822 08:00,0.76, , 
COOP:190770,BOSTON MA US,19640822 09:00,1.27, , 
COOP:190770,BOSTON MA US,19640822 10:00,0.25, , 
COOP:190770,BOSTON MA US,19640822 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640823 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640823 07:00,0.25, , 
COOP:190770,BOSTON MA US,19640826 14:00,17.53, , 
COOP:190770,BOSTON MA US,19640826 15:00,0.25, , 
COOP:190770,BOSTON MA US,19640829 07:00,0.51, , 
COOP:190770,BOSTON MA US,19640829 08:00,0.25, , 
COOP:190770,BOSTON MA US,19640831 16:00,0.51, , 
COOP:190770,BOSTON MA US,19640901 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640901 01:00,0,g, 
COOP:190770,BOSTON MA US,19640904 12:00,0.25, , 
COOP:190770,BOSTON MA US,19640911 17:00,4.32, , 
COOP:190770,BOSTON MA US,19640914 07:00,0.76, , 
COOP:190770,BOSTON MA US,19640914 08:00,1.27, , 
COOP:190770,BOSTON MA US,19640914 09:00,2.79, , 
COOP:190770,BOSTON MA US,19640914 10:00,3.05, , 
COOP:190770,BOSTON MA US,19640914 11:00,3.3, , 
COOP:190770,BOSTON MA US,19640914 12:00,0.51, , 
COOP:190770,BOSTON MA US,19640914 13:00,0.76, , 
COOP:190770,BOSTON MA US,19640917 20:00,1.02, , 
COOP:190770,BOSTON MA US,19640922 16:00,1.27, , 
COOP:190770,BOSTON MA US,19640922 17:00,0.51, , 
COOP:190770,BOSTON MA US,19640922 18:00,0.76, , 
COOP:190770,BOSTON MA US,19640922 19:00,0.51, , 
COOP:190770,BOSTON MA US,19640922 21:00,0.51, , 
COOP:190770,BOSTON MA US,19640922 22:00,0.51, , 
COOP:190770,BOSTON MA US,19640922 23:00,4.32, , 
COOP:190770,BOSTON MA US,19640923 00:00,5.33, , 
COOP:190770,BOSTON MA US,19640923 01:00,2.79, , 
COOP:190770,BOSTON MA US,19640923 02:00,6.86, , 
COOP:190770,BOSTON MA US,19640923 03:00,3.81, , 
COOP:190770,BOSTON MA US,19640923 04:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 05:00,0.51, , 
COOP:190770,BOSTON MA US,19640923 06:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 08:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 12:00,0.76, , 
COOP:190770,BOSTON MA US,19640923 13:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 16:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 18:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 19:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 20:00,1.27, , 
COOP:190770,BOSTON MA US,19640923 21:00,0.25, , 
COOP:190770,BOSTON MA US,19640923 22:00,0.25, , 
COOP:190770,BOSTON MA US,19640929 03:00,0.51, , 
COOP:190770,BOSTON MA US,19640929 04:00,0.25, , 
COOP:190770,BOSTON MA US,19640929 05:00,1.78, , 
COOP:190770,BOSTON MA US,19640929 06:00,2.29, , 
COOP:190770,BOSTON MA US,19640929 07:00,2.79, , 
COOP:190770,BOSTON MA US,19640929 08:00,1.52, , 
COOP:190770,BOSTON MA US,19640929 09:00,1.02, , 
COOP:190770,BOSTON MA US,19640929 10:00,0.25, , 
COOP:190770,BOSTON MA US,19640929 11:00,0.25, , 
COOP:190770,BOSTON MA US,19640929 20:00,0.25, , 
COOP:190770,BOSTON MA US,19640929 21:00,2.03, , 
COOP:190770,BOSTON MA US,19640929 22:00,2.54, , 
COOP:190770,BOSTON MA US,19640929 23:00,1.27, , 
COOP:190770,BOSTON MA US,19640930 00:00,0.25, , 
COOP:190770,BOSTON MA US,19640930 04:00,0.25, , 
COOP:190770,BOSTON MA US,19641001 01:00,0,g, 
COOP:190770,BOSTON MA US,19641002 18:00,2.29, , 
COOP:190770,BOSTON MA US,19641002 19:00,1.27, , 
COOP:190770,BOSTON MA US,19641003 04:00,0.51, , 
COOP:190770,BOSTON MA US,19641003 05:00,0.76, , 
COOP:190770,BOSTON MA US,19641009 00:00,0.25, , 
COOP:190770,BOSTON MA US,19641010 08:00,0.25, , 
COOP:190770,BOSTON MA US,19641013 17:00,0.51, , 
COOP:190770,BOSTON MA US,19641013 18:00,0.25, , 
COOP:190770,BOSTON MA US,19641013 22:00,0.25, , 
COOP:190770,BOSTON MA US,19641017 09:00,0.25, , 
COOP:190770,BOSTON MA US,19641017 10:00,0.51, , 
COOP:190770,BOSTON MA US,19641017 12:00,0.51, , 
COOP:190770,BOSTON MA US,19641017 13:00,4.32, , 
COOP:190770,BOSTON MA US,19641017 14:00,4.06, , 
COOP:190770,BOSTON MA US,19641017 15:00,4.32, , 
COOP:190770,BOSTON MA US,19641017 16:00,4.83, , 
COOP:190770,BOSTON MA US,19641017 17:00,1.78, , 
COOP:190770,BOSTON MA US,19641017 18:00,1.78, , 
COOP:190770,BOSTON MA US,19641018 00:00,0.25, , 
COOP:190770,BOSTON MA US,19641018 02:00,0.25, , 
COOP:190770,BOSTON MA US,19641018 04:00,0.51, , 
COOP:190770,BOSTON MA US,19641018 05:00,3.3, , 
COOP:190770,BOSTON MA US,19641018 06:00,0.25, , 
COOP:190770,BOSTON MA US,19641018 07:00,0.76, , 
COOP:190770,BOSTON MA US,19641018 08:00,0.25, , 
COOP:190770,BOSTON MA US,19641018 09:00,1.27, , 
COOP:190770,BOSTON MA US,19641018 10:00,3.3, , 
COOP:190770,BOSTON MA US,19641018 11:00,4.32, , 
COOP:190770,BOSTON MA US,19641018 15:00,0.25, , 
COOP:190770,BOSTON MA US,19641020 18:00,0.25, , 
COOP:190770,BOSTON MA US,19641020 19:00,0.76, , 
COOP:190770,BOSTON MA US,19641020 20:00,0.51, , 
COOP:190770,BOSTON MA US,19641020 21:00,1.02, , 
COOP:190770,BOSTON MA US,19641020 22:00,1.78, , 
COOP:190770,BOSTON MA US,19641020 23:00,2.03, , 
COOP:190770,BOSTON MA US,19641021 00:00,2.54, , 
COOP:190770,BOSTON MA US,19641021 01:00,5.59, , 
COOP:190770,BOSTON MA US,19641021 02:00,5.33, , 
COOP:190770,BOSTON MA US,19641021 03:00,2.79, , 
COOP:190770,BOSTON MA US,19641021 04:00,1.02, , 
COOP:190770,BOSTON MA US,19641021 06:00,0.76, , 
COOP:190770,BOSTON MA US,19641021 07:00,1.52, , 
COOP:190770,BOSTON MA US,19641021 08:00,0.25, , 
COOP:190770,BOSTON MA US,19641021 09:00,0.25, , 
COOP:190770,BOSTON MA US,19641030 02:00,0.51, , 
COOP:190770,BOSTON MA US,19641030 03:00,0.51, , 
COOP:190770,BOSTON MA US,19641030 07:00,0.76, , 
COOP:190770,BOSTON MA US,19641101 01:00,0,g, 
COOP:190770,BOSTON MA US,19641105 20:00,0.25, , 
COOP:190770,BOSTON MA US,19641105 22:00,0.25, , 
COOP:190770,BOSTON MA US,19641105 23:00,0.25, , 
COOP:190770,BOSTON MA US,19641106 03:00,0.51, , 
COOP:190770,BOSTON MA US,19641110 23:00,1.02, , 
COOP:190770,BOSTON MA US,19641111 00:00,0.25, , 
COOP:190770,BOSTON MA US,19641111 12:00,0.25, , 
COOP:190770,BOSTON MA US,19641111 13:00,0.25, , 
COOP:190770,BOSTON MA US,19641111 17:00,0.25, , 
COOP:190770,BOSTON MA US,19641116 20:00,0.76, , 
COOP:190770,BOSTON MA US,19641119 16:00,0.51, , 
COOP:190770,BOSTON MA US,19641119 17:00,0.76, , 
COOP:190770,BOSTON MA US,19641119 18:00,1.27, , 
COOP:190770,BOSTON MA US,19641119 19:00,0.76, , 
COOP:190770,BOSTON MA US,19641119 20:00,0.51, , 
COOP:190770,BOSTON MA US,19641119 21:00,1.78, , 
COOP:190770,BOSTON MA US,19641120 10:00,0.25, , 
COOP:190770,BOSTON MA US,19641125 23:00,1.27, , 
COOP:190770,BOSTON MA US,19641126 00:00,1.78, , 
COOP:190770,BOSTON MA US,19641126 01:00,1.02, , 
COOP:190770,BOSTON MA US,19641126 02:00,0.51, , 
COOP:190770,BOSTON MA US,19641126 03:00,0.51, , 
COOP:190770,BOSTON MA US,19641126 04:00,0.25, , 
COOP:190770,BOSTON MA US,19641126 05:00,3.56, , 
COOP:190770,BOSTON MA US,19641126 06:00,8.13, , 
COOP:190770,BOSTON MA US,19641126 07:00,10.67, , 
COOP:190770,BOSTON MA US,19641126 08:00,2.03, , 
COOP:190770,BOSTON MA US,19641126 14:00,1.27, , 
COOP:190770,BOSTON MA US,19641129 04:00,2.03, , 
COOP:190770,BOSTON MA US,19641129 05:00,4.83, , 
COOP:190770,BOSTON MA US,19641129 06:00,3.3, , 
COOP:190770,BOSTON MA US,19641129 07:00,2.03, , 
COOP:190770,BOSTON MA US,19641129 08:00,0.25, , 
COOP:190770,BOSTON MA US,19641129 09:00,0.25, , 
COOP:190770,BOSTON MA US,19641129 10:00,1.78, , 
COOP:190770,BOSTON MA US,19641201 01:00,0,g, 
COOP:190770,BOSTON MA US,19641203 19:00,0.25, , 
COOP:190770,BOSTON MA US,19641203 21:00,0.25, , 
COOP:190770,BOSTON MA US,19641203 22:00,0.25, , 
COOP:190770,BOSTON MA US,19641203 23:00,0.25, , 
COOP:190770,BOSTON MA US,19641204 04:00,0.25, , 
COOP:190770,BOSTON MA US,19641204 05:00,0.51, , 
COOP:190770,BOSTON MA US,19641204 06:00,1.02, , 
COOP:190770,BOSTON MA US,19641204 07:00,1.02, , 
COOP:190770,BOSTON MA US,19641204 08:00,1.02, , 
COOP:190770,BOSTON MA US,19641204 09:00,1.52, , 
COOP:190770,BOSTON MA US,19641204 10:00,0.76, , 
COOP:190770,BOSTON MA US,19641204 11:00,0.25, , 
COOP:190770,BOSTON MA US,19641204 12:00,0.51, , 
COOP:190770,BOSTON MA US,19641204 13:00,1.27, , 
COOP:190770,BOSTON MA US,19641204 14:00,4.32, , 
COOP:190770,BOSTON MA US,19641204 15:00,4.57, , 
COOP:190770,BOSTON MA US,19641204 16:00,2.79, , 
COOP:190770,BOSTON MA US,19641204 17:00,1.02, , 
COOP:190770,BOSTON MA US,19641204 18:00,3.3, , 
COOP:190770,BOSTON MA US,19641204 19:00,0.76, , 
COOP:190770,BOSTON MA US,19641204 20:00,2.03, , 
COOP:190770,BOSTON MA US,19641204 21:00,1.02, , 
COOP:190770,BOSTON MA US,19641204 22:00,0.25, , 
COOP:190770,BOSTON MA US,19641204 23:00,0.25, , 
COOP:190770,BOSTON MA US,19641205 00:00,0.25, , 
COOP:190770,BOSTON MA US,19641205 07:00,0.25, , 
COOP:190770,BOSTON MA US,19641205 13:00,0.25, , 
COOP:190770,BOSTON MA US,19641206 00:00,1.52, , 
COOP:190770,BOSTON MA US,19641206 01:00,0.76, , 
COOP:190770,BOSTON MA US,19641206 02:00,1.78, , 
COOP:190770,BOSTON MA US,19641206 03:00,3.81, , 
COOP:190770,BOSTON MA US,19641206 04:00,3.05, , 
COOP:190770,BOSTON MA US,19641206 05:00,1.78, , 
COOP:190770,BOSTON MA US,19641206 07:00,1.02, , 
COOP:190770,BOSTON MA US,19641206 08:00,1.02, , 
COOP:190770,BOSTON MA US,19641206 09:00,0.76, , 
COOP:190770,BOSTON MA US,19641206 11:00,0.25, , 
COOP:190770,BOSTON MA US,19641206 13:00,0.25, , 
COOP:190770,BOSTON MA US,19641209 01:00,0.25, , 
COOP:190770,BOSTON MA US,19641209 04:00,0.25, , 
COOP:190770,BOSTON MA US,19641209 05:00,0.25, , 
COOP:190770,BOSTON MA US,19641209 06:00,0.25, , 
COOP:190770,BOSTON MA US,19641209 07:00,0.25, , 
COOP:190770,BOSTON MA US,19641212 01:00,0.51, , 
COOP:190770,BOSTON MA US,19641212 02:00,0.25, , 
COOP:190770,BOSTON MA US,19641212 09:00,0.25, , 
COOP:190770,BOSTON MA US,19641212 10:00,0.51, , 
COOP:190770,BOSTON MA US,19641212 11:00,0.25, , 
COOP:190770,BOSTON MA US,19641212 12:00,0.25, , 
COOP:190770,BOSTON MA US,19641212 13:00,0.51, , 
COOP:190770,BOSTON MA US,19641212 14:00,0.51, , 
COOP:190770,BOSTON MA US,19641218 04:00,0.25, , 
COOP:190770,BOSTON MA US,19641218 05:00,0.25, , 
COOP:190770,BOSTON MA US,19641218 06:00,0.25, , 
